Àmbit;Dimensió;Centre_Territori;Granularitat;Indicador;Sexe;Grup_edat;Any;Resultat;Catalunya;RaO O_E;IC inferior;IC superior
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;65-74;2024;106;140.57;0.77;0.686;0.857
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;65-74;2024;140.67;140.57;1.05;0.951;1.154
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;65-74;2024;120.67;147.74;0.85;0.763;0.94
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;75-84;2024;87.67;132.01;0.66;0.583;0.745
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;75-84;2024;152.67;132.01;1.12;1.019;1.227
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;45-64;2024;179.33;154.17;1.18;1.084;1.286
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;85+;2024;71;54.86;1.33;1.18;1.494
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;65-74;2024;116.25;153.89;0.79;0.722;0.867
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;75-84;2024;123.75;125.87;1;0.913;1.091
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;75-84;2024;88.25;141.35;0.65;0.585;0.722
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;45-64;2024;99.25;149.16;0.7;0.633;0.773
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;65-74;2024;125;140.57;0.91;0.828;0.989
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;160.6;126.86;1.29;1.203;1.383
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;75-84;2024;123;125.87;0.99;0.909;1.066
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;75-84;2024;128;125.87;1.05;0.975;1.14
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;65-74;2024;79;153.89;0.53;0.476;0.582
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;65-74;2024;112.2;153.89;0.74;0.683;0.807
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;45-64;2024;127.8;157.1;0.84;0.778;0.91
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;65-74;2024;98.2;147.74;0.69;0.626;0.749
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;114;126.86;1.06;0.978;1.138
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;75-84;2024;113.83;125.87;0.91;0.845;0.983
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;65-74;2024;147;153.89;0.97;0.91;1.04
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;45-64;2024;118.33;154.17;0.79;0.734;0.851
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;65-74;2024;90.67;147.74;0.61;0.563;0.668
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;65-74;2024;133.67;140.57;0.97;0.903;1.038
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;Total;2024;129;147.28;0.97;0.901;1.038
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;149.33;137.44;1.17;1.093;1.248
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;121.5;137.44;1.01;0.956;1.06
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;101.71;137.44;0.78;0.749;0.803
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;121.35;137.44;0.93;0.9;0.97
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;114.88;137.44;0.81;0.77;0.844
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;137.48;137.44;1.01;0.972;1.046
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;Total;2024;100.9;137.44;0.72;0.687;0.748
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;103;126.86;0.84;0.807;0.882
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;Total;2024;99.67;147.28;0.69;0.647;0.725
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;Total;2024;89.83;147.28;0.61;0.578;0.651
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;113.5;126.86;0.99;0.938;1.044
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;116.91;126.86;0.94;0.887;0.99
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;Total;2024;129.91;147.28;0.89;0.841;0.934
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;Total;2024;160.1;147.28;1.07;1.021;1.127
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;114.86;126.86;0.84;0.786;0.904
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;Total;2024;115.67;126.86;0.87;0.816;0.922
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;Total;2024;114.89;147.28;0.78;0.732;0.828
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;75-84;2024;133.71;132.01;1.04;0.977;1.112
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;75-84;2024;109.86;132.01;0.87;0.808;0.932
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;75-84;2024;137.86;132.01;1.11;1.038;1.178
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;65-74;2024;126.71;147.74;0.9;0.838;0.957
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;45-64;2024;103.86;154.17;0.7;0.654;0.758
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;45-64;2024;98.43;149.16;0.69;0.639;0.743
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;45-64;2024;107.27;154.17;0.72;0.681;0.751
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;65-74;2024;123.91;147.74;0.86;0.816;0.908
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;65-74;2024;138.2;147.74;0.95;0.898;0.999
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Total;75-84;2024;106;132.01;0.82;0.763;0.874
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;45-64;2024;115;157.1;0.74;0.689;0.785
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Dona;15-44;2024;132;144.29;1.04;0.872;1.236
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts de pròtesi de maluc;Home;15-44;2024;121;137.68;0.85;0.704;1.014
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;45-64;2024;160;152.5;1.05;0.896;1.229
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;65-74;2024;112;143.34;0.74;0.612;0.895
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;65-74;2024;119;148.25;0.8;0.659;0.952
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;15-44;2024;108;150.47;0.75;0.615;0.905
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;15-44;2024;108;147.61;0.75;0.615;0.905
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;15-44;2024;237;147.61;1.52;1.337;1.732
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;15-44;2024;237;150.47;1.52;1.337;1.732
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;75-84;2024;184;142.54;1.36;1.168;1.567
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;85+;2024;50;136.98;0.37;0.273;0.484
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;85+;2024;95;136.98;0.72;0.585;0.884
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;85+;2024;50;136.72;0.37;0.273;0.484
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;85+;2024;95;136.72;0.72;0.585;0.884
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;85+;2024;34;136.72;0.24;0.166;0.335
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;85+;2024;23;136.72;0.16;0.103;0.243
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;15-44;2024;295;159.7;1.91;1.698;2.141
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;85+;2024;63.5;136.98;0.45;0.375;0.535
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;85+;2024;21.5;136.98;0.15;0.11;0.205
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;92;147.42;0.68;0.587;0.789
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;45-64;2024;158.5;154.77;1;0.889;1.111
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;45-64;2024;64;154.77;0.4;0.335;0.478
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;45-64;2024;158;152.5;1.08;0.962;1.203
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;45-64;2024;63;152.5;0.4;0.332;0.474
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;65-74;2024;130.5;143.34;0.87;0.765;0.979
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;75-84;2024;71;133.28;0.5;0.418;0.585
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;75-84;2024;92;133.28;0.68;0.587;0.789
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;65-74;2024;234;143.34;1.65;1.503;1.806
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;75-84;2024;132;142.54;0.92;0.81;1.035
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;65-74;2024;115.5;145.39;0.77;0.673;0.875
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;65-74;2024;234;145.39;1.65;1.503;1.806
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;65-74;2024;216.5;145.39;1.44;1.306;1.58
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;65-74;2024;105.5;145.39;0.7;0.609;0.802
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;45-64;2024;189.5;152.5;1.2;1.08;1.324
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;235.5;147.42;1.59;1.452;1.744
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;45-64;2024;125.67;154.77;0.82;0.741;0.909
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;65-74;2024;150.67;143.34;1.04;0.948;1.143
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;45-64;2024;273.33;154.13;1.82;1.699;1.951
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;45-64;2024;273.33;154.77;1.82;1.699;1.951
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;45-64;2024;174.33;152.5;1.1;1.009;1.2
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;75-84;2024;122.67;139;0.91;0.818;1.006
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;75-84;2024;152;139;1.06;0.963;1.16
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;190.33;147.42;1.24;1.143;1.349
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;107;147.42;0.7;0.627;0.783
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;75-84;2024;55.5;133.28;0.42;0.365;0.477
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;15-44;2024;169.75;147.61;1.09;1.012;1.178
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;15-44;2024;68.5;147.61;0.44;0.39;0.496
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;45-64;2024;134.25;154.13;0.88;0.807;0.957
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;45-64;2024;126.75;154.13;0.8;0.731;0.871
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;65-74;2024;184.75;145.39;1.23;1.144;1.323
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;65-74;2024;190.75;145.39;1.32;1.229;1.419
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;116.06;148.81;0.76;0.725;0.794
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;133.12;149.45;0.95;0.915;0.98
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;145.21;149.45;0.96;0.924;0.995
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;98.85;149.45;0.66;0.623;0.695
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;118.15;149.45;0.77;0.734;0.812
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;105.05;148.81;0.7;0.667;0.727
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;150;148.81;1.02;0.966;1.075
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;146.15;148.81;0.97;0.936;0.997
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;124.71;148.81;0.89;0.863;0.92
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;163.3;148.81;1.07;1.021;1.126
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Total;Total;2024;207;148.81;1.45;1.385;1.526
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;151.71;149.45;1;0.94;1.061
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;148.71;147.42;0.99;0.927;1.047
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;125.57;149.45;0.85;0.799;0.913
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;116.57;147.42;0.77;0.716;0.822
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Home;Total;2024;89.67;147.42;0.65;0.599;0.711
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Temps mitjà d'espera dels pacients intervinguts d'alliberament del canal carpià;Dona;Total;2024;245.33;149.45;1.69;1.608;1.782
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;15-44;2024;100;87.34;1.13;0.015;6.296
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;15-44;2024;100;87.34;1.13;0.015;6.296
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;15-44;2024;100;89.92;1.13;0.015;6.296
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.18;0.015;6.576
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;15-44;2024;100;89.92;1.1;0.014;6.127
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.14;0.128;4.116
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.27;0.143;4.585
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;15-44;2024;100;91.63;1.08;0.121;3.889
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;15-44;2024;100;89.92;1.08;0.121;3.889
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;65-74;2024;100;85.88;1.15;0.72;1.74
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;65-74;2024;100;85.72;1.15;0.611;1.966
