Àmbit;Dimensió;Centre_Territori;Granularitat;Indicador;Sexe;Grup_edat;Any;Resultat;Catalunya;RaO O_E;IC inferior;IC superior
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;59.3;74.37;0.84;0.782;0.901
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;27.93;38.78;0.78;0.734;0.835
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;38.82;51.01;0.76;0.725;0.794
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;39.94;48.68;0.77;0.753;0.792
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;39.59;49.78;0.75;0.728;0.778
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;40.41;47.42;0.8;0.769;0.831
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;51.44;47.42;1.01;0.973;1.049
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;63.72;78.78;0.81;0.758;0.862
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;46.72;51.01;0.91;0.879;0.947
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;46.82;47.42;0.94;0.913;0.977
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;75.73;80.77;0.97;0.878;1.074
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;69.91;74.37;0.99;0.92;1.064
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;55.42;69.33;0.76;0.717;0.814
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;62.66;69.33;0.86;0.803;0.929
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;57.1;71.64;0.8;0.759;0.835
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;48.94;49.78;0.94;0.913;0.972
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;49.52;50.12;0.95;0.901;1.002
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;44.85;50.12;0.86;0.82;0.904
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;78.81;80.77;1.01;0.922;1.108
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;69.5;77.22;0.87;0.796;0.96
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;49.92;48.68;0.97;0.946;0.992
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;57.9;52;1.16;1.108;1.22
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;51.42;50.12;0.99;0.944;1.032
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;54.23;51.01;1.06;1.027;1.096
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;71.54;71.64;1;0.958;1.04
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;69.48;69.33;0.96;0.906;1.013
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;74.2;74.37;1.05;0.988;1.116
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;41.76;52;0.84;0.783;0.897
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;50.69;51.01;0.99;0.951;1.031
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;77.76;78.78;0.99;0.928;1.048
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;78.08;80.77;1;0.918;1.092
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;65.85;80.77;0.85;0.765;0.932
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;54.77;51.01;1.07;1.035;1.107
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;55.17;48.68;1.07;1.049;1.091
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;57.24;52;1.15;1.091;1.21
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;55.37;47.42;1.1;1.07;1.136
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;78.18;77.22;0.98;0.915;1.057
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;53.72;50.12;1.03;0.985;1.078
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;56.17;51.01;1.1;1.063;1.136
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;59.34;52;1.19;1.134;1.251
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;56.36;47.42;1.15;1.115;1.181
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;53.5;49.78;1.04;1.011;1.064
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;54.74;48.68;1.08;1.063;1.105
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;42.3;38.78;1.19;1.133;1.241
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;42.89;38.78;1.2;1.146;1.261
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;42.53;34.69;1.22;1.183;1.264
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;41.18;34.69;1.18;1.141;1.228
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;42.57;34.69;1.22;1.184;1.267
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;42.91;30;1.28;1.213;1.345
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;38.88;30;1.16;1.092;1.227
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;32.2;30;0.96;0.897;1.023
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;42.81;38.78;1.2;1.149;1.254
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;42.15;30;1.26;1.193;1.32
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;53.04;50.12;1.02;0.973;1.064
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;55.03;49.78;1.05;1.021;1.075
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;78.14;78.78;0.99;0.938;1.047
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;34.03;34.69;0.98;0.938;1.018
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;73.62;74.37;1.04;0.981;1.106
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;71.74;69.33;0.99;0.94;1.041
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;72.53;71.64;1.01;0.973;1.051
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;75-84;2024;62.93;77.22;0.79;0.728;0.86
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;75-84;2024;64.35;78.78;0.82;0.765;0.87
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;75-84;2024;66.55;80.77;0.85;0.771;0.944
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;75-84;2024;69.8;77.22;0.88;0.802;0.96
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;75-84;2024;70.87;80.77;0.91;0.816;1.011
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;75-84;2024;72.3;78.78;0.92;0.858;0.98
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;65-74;2024;63.1;71.64;0.88;0.833;0.929
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;65-74;2024;60.67;71.64;0.85;0.808;0.886
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;65-74;2024;63.7;74.37;0.9;0.829;0.979
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;65-74;2024;64.27;74.37;0.91;0.85;0.973
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;65-74;2024;57.92;69.33;0.8;0.75;0.85
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;Total;2024;46.93;47.42;0.92;0.88;0.959
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;Total;2024;46.1;48.68;0.89;0.862;0.912
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;Total;2024;45.5;49.78;0.86;0.833;0.897
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;45-64;2024;48.96;52;0.98;0.911;1.06
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;45-64;2024;49.56;52;1;0.939;1.053
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;45-64;2024;44.56;51.01;0.87;0.828;0.917
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;45-64;2024;41.4;50.12;0.79;0.74;0.851
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;15-44;2024;28.98;30;0.86;0.787;0.945
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;15-44;2024;31.73;34.69;0.91;0.862;0.963
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;15-44;2024;33.63;38.78;0.94;0.878;1.011
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;15-44;2024;22.88;30;0.68;0.626;0.74
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;15-44;2024;25.78;34.69;0.74;0.704;0.78
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;45-64;2024;52.44;52;1.05;0.988;1.121
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;45-64;2024;36.72;50.12;0.7;0.663;0.749
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;Total;2024;53.75;48.68;1.09;1.066;1.107
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;Total;2024;55.42;47.42;1.15;1.113;1.179
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;75-84;2024;62.21;77.22;0.78;0.718;0.852
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;75-84;2024;76.95;77.22;0.97;0.892;1.05
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;75-84;2024;77.04;78.78;0.98;0.926;1.031
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;75-84;2024;78.9;80.77;1.01;0.932;1.099
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;45-64;2024;41.76;52;0.84;0.783;0.897
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;45-64;2024;50.69;51.01;0.99;0.951;1.031
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;75-84;2024;78.08;80.77;1;0.918;1.092
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;75-84;2024;65.85;80.77;0.85;0.765;0.932
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;75-84;2024;77.76;78.78;0.99;0.928;1.048
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;Total;2024;49.92;48.68;0.97;0.946;0.992
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;45-64;2024;54.23;51.01;1.06;1.027;1.096
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;45-64;2024;57.9;52;1.16;1.108;1.22
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;45-64;2024;51.42;50.12;0.99;0.944;1.032
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;65-74;2024;71.54;71.64;1;0.958;1.04
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;65-74;2024;74.2;74.37;1.05;0.988;1.116
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;65-74;2024;69.48;69.33;0.96;0.906;1.013
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;15-44;2024;33.53;30;1;0.922;1.079
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;Total;2024;52.47;49.78;1.04;1.016;1.07
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;65-74;2024;72.05;74.37;1.02;0.96;1.083
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Total;65-74;2024;68.62;71.64;0.96;0.919;0.996
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;75-84;2024;75.71;77.22;0.95;0.887;1.022
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;15-44;2024;27.93;38.78;0.78;0.734;0.835
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Dona;Total;2024;39.59;49.78;0.75;0.728;0.778
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;Total;2024;51.44;47.42;1.01;0.973;1.049
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adolescent;Home;Total;2024;40.41;47.42;0.8;0.769;0.831
