any;secció censal;concepte;estat;valor
2024;Granollers DC02 SC005;renda mitjana per persona (€);;9999999
2024;Granollers DC02 SC006;població amb estudis baixos (%);;9,7
2024;Granollers DC02 SC006;població jove sense estudis postobligatoris (%);;19,6
2024;Granollers DC02 SC006;població estrangera de països de renda baixa o mitjana (%);;9,8
2024;Granollers DC02 SC006;renda mitjana per persona (€);;9999999
2024;Granollers DC02 SC007;població amb estudis baixos (%);;12,4
2024;Granollers DC02 SC007;població jove sense estudis postobligatoris (%);;24,5
2024;Granollers DC02 SC007;població estrangera de països de renda baixa o mitjana (%);;15,7
2024;Granollers DC02 SC007;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC001;població amb estudis baixos (%);;8,1
2024;Granollers DC03 SC001;població jove sense estudis postobligatoris (%);;15,5
2024;Granollers DC03 SC001;població estrangera de països de renda baixa o mitjana (%);;11,8
2024;Granollers DC03 SC001;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC002;població amb estudis baixos (%);;12,1
2024;Granollers DC03 SC002;població jove sense estudis postobligatoris (%);;30,0
2024;Granollers DC03 SC002;població estrangera de països de renda baixa o mitjana (%);;15,7
2024;Granollers DC03 SC002;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC003;població amb estudis baixos (%);;15,4
2024;Granollers DC03 SC003;població jove sense estudis postobligatoris (%);;26,5
2024;Granollers DC03 SC003;població estrangera de països de renda baixa o mitjana (%);;18,6
2024;Granollers DC03 SC003;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC004;població amb estudis baixos (%);;13,1
2024;Granollers DC03 SC004;població jove sense estudis postobligatoris (%);;24,5
2024;Granollers DC03 SC004;població estrangera de països de renda baixa o mitjana (%);;11,4
2024;Granollers DC03 SC004;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC005;població amb estudis baixos (%);;15,0
2024;Granollers DC03 SC005;població jove sense estudis postobligatoris (%);;19,0
2024;Granollers DC03 SC005;població estrangera de països de renda baixa o mitjana (%);;12,0
2024;Granollers DC03 SC005;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC006;població amb estudis baixos (%);;8,1
2024;Granollers DC03 SC006;població jove sense estudis postobligatoris (%);;8,8
2024;Granollers DC03 SC006;població estrangera de països de renda baixa o mitjana (%);;4,5
2024;Granollers DC03 SC006;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC007;població amb estudis baixos (%);;18,2
2024;Granollers DC03 SC007;població jove sense estudis postobligatoris (%);;30,9
2024;Granollers DC03 SC007;població estrangera de països de renda baixa o mitjana (%);;19,4
2024;Granollers DC03 SC007;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC008;població amb estudis baixos (%);;13,8
2024;Granollers DC03 SC008;població jove sense estudis postobligatoris (%);;26,9
2024;Granollers DC03 SC008;població estrangera de països de renda baixa o mitjana (%);;15,6
2024;Granollers DC03 SC008;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC009;població amb estudis baixos (%);;7,7
2024;Granollers DC03 SC009;població jove sense estudis postobligatoris (%);;15,1
2024;Granollers DC03 SC009;població estrangera de països de renda baixa o mitjana (%);;6,2
2024;Granollers DC03 SC009;renda mitjana per persona (€);;9999999
2024;Granollers DC03 SC010;població amb estudis baixos (%);;10,1
2024;Granollers DC03 SC010;població jove sense estudis postobligatoris (%);;12,7
2024;Granollers DC03 SC010;població estrangera de països de renda baixa o mitjana (%);;6,7
2024;Granollers DC03 SC010;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC001;població amb estudis baixos (%);;8,3
2024;Granollers DC04 SC001;població jove sense estudis postobligatoris (%);;17,7
2024;Granollers DC04 SC001;població estrangera de països de renda baixa o mitjana (%);;13,4
2024;Granollers DC04 SC001;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC002;població amb estudis baixos (%);;12,9
2024;Granollers DC04 SC002;població jove sense estudis postobligatoris (%);;26,3
2024;Granollers DC04 SC002;població estrangera de països de renda baixa o mitjana (%);;17,6
2024;Granollers DC04 SC002;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC003;població amb estudis baixos (%);;15,2
2024;Granollers DC04 SC003;població jove sense estudis postobligatoris (%);;29,7
2024;Granollers DC04 SC003;població estrangera de països de renda baixa o mitjana (%);;22,6
2024;Granollers DC04 SC003;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC004;població amb estudis baixos (%);;15,6
2024;Granollers DC04 SC004;població jove sense estudis postobligatoris (%);;27,7
2024;Granollers DC04 SC004;població estrangera de països de renda baixa o mitjana (%);;23,7
2024;Granollers DC04 SC004;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC006;població amb estudis baixos (%);;13,1
2024;Granollers DC04 SC006;població jove sense estudis postobligatoris (%);;29,4
2024;Granollers DC04 SC006;població estrangera de països de renda baixa o mitjana (%);;19,4
2024;Granollers DC04 SC006;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC007;població amb estudis baixos (%);;7,8
2024;Granollers DC04 SC007;població jove sense estudis postobligatoris (%);;16,0
2024;Granollers DC04 SC007;població estrangera de països de renda baixa o mitjana (%);;5,3
2024;Granollers DC04 SC007;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC008;població amb estudis baixos (%);;14,0
2024;Granollers DC04 SC008;població jove sense estudis postobligatoris (%);;26,0
2024;Granollers DC04 SC008;població estrangera de països de renda baixa o mitjana (%);;11,4
2024;Granollers DC04 SC008;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC009;població amb estudis baixos (%);;15,1
2024;Granollers DC04 SC009;població jove sense estudis postobligatoris (%);;33,3
2024;Granollers DC04 SC009;població estrangera de països de renda baixa o mitjana (%);;14,1
2024;Granollers DC04 SC009;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC010;població amb estudis baixos (%);;8,0
2024;Granollers DC04 SC010;població jove sense estudis postobligatoris (%);;11,2
2024;Granollers DC04 SC010;població estrangera de països de renda baixa o mitjana (%);;4,6
2024;Granollers DC04 SC010;renda mitjana per persona (€);;9999999
2024;Granollers DC04 SC011;població amb estudis baixos (%);;11,9
2024;Granollers DC04 SC011;població jove sense estudis postobligatoris (%);;13,5
2024;Granollers DC04 SC011;població estrangera de països de renda baixa o mitjana (%);;5,7
2024;Granollers DC04 SC011;renda mitjana per persona (€);;9999999
2024;Granyanella DC01 SC001;població amb estudis baixos (%);;5,6
2024;Granyanella DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Granyanella DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;0,0
2024;Granyanella DC01 SC001;renda mitjana per persona (€);;9999999
2024;Granyena de les Garrigues DC01 SC001;població amb estudis baixos (%);;10,1
2024;Granyena de les Garrigues DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Granyena de les Garrigues DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;23,2
2024;Granyena de les Garrigues DC01 SC001;renda mitjana per persona (€);;9999999
2024;Granyena de Segarra DC01 SC001;població amb estudis baixos (%);;13,1
2024;Granyena de Segarra DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Granyena de Segarra DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;2,0
2024;Granyena de Segarra DC01 SC001;renda mitjana per persona (€);;9999999
2024;Gratallops DC01 SC001;població amb estudis baixos (%);;11,7
2024;Gratallops DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Gratallops DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;7,8
2024;Gratallops DC01 SC001;renda mitjana per persona (€);;9999999
2024;Gualba DC01 SC001;població amb estudis baixos (%);;5,7
2024;Gualba DC01 SC001;població jove sense estudis postobligatoris (%);;18,3
2024;Gualba DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;5,5
2024;Gualba DC01 SC001;renda mitjana per persona (€);;9999999
2024;Gualta DC01 SC001;població amb estudis baixos (%);;15,5
2024;Gualta DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Gualta DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;17,2
2024;Gualta DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guardiola de Berguedà DC01 SC001;població amb estudis baixos (%);;13,5
2024;Guardiola de Berguedà DC01 SC001;població jove sense estudis postobligatoris (%);;23,5
2024;Guardiola de Berguedà DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;6,4
2024;Guardiola de Berguedà DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guiamets, els DC01 SC001;població amb estudis baixos (%);;8,2
2024;Guiamets, els DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Guiamets, els DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;1,2
2024;Guiamets, els DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guils de Cerdanya DC01 SC001;població amb estudis baixos (%);;10,1
2024;Guils de Cerdanya DC01 SC001;població jove sense estudis postobligatoris (%);;15,3
2024;Guils de Cerdanya DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;1,9
2024;Guils de Cerdanya DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guimerà DC01 SC001;població amb estudis baixos (%);;20,5
2024;Guimerà DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Guimerà DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;17,7
2024;Guimerà DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guingueta d'Àneu, la DC01 SC001;població amb estudis baixos (%);;12,4
2024;Guingueta d'Àneu, la DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Guingueta d'Àneu, la DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;11,3
2024;Guingueta d'Àneu, la DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guissona DC01 SC001;població amb estudis baixos (%);;27,8
2024;Guissona DC01 SC001;població jove sense estudis postobligatoris (%);;56,3
2024;Guissona DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;61,9
2024;Guissona DC01 SC001;renda mitjana per persona (€);;9999999
2024;Guissona DC01 SC002;població amb estudis baixos (%);;19,3
2024;Guissona DC01 SC002;població jove sense estudis postobligatoris (%);;30,3
2024;Guissona DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;35,1
2024;Guissona DC01 SC002;renda mitjana per persona (€);;9999999
2024;Guissona DC01 SC003;població amb estudis baixos (%);;25,2
2024;Guissona DC01 SC003;població jove sense estudis postobligatoris (%);;44,2
2024;Guissona DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;54,5
2024;Guissona DC01 SC003;renda mitjana per persona (€);;9999999
2024;Guixers DC01 SC001;població amb estudis baixos (%);;16,5
2024;Guixers DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Guixers DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;1,5
2024;Guixers DC01 SC001;renda mitjana per persona (€);;9999999
2024;Gurb DC01 SC001;població amb estudis baixos (%);;3,1
2024;Gurb DC01 SC001;població jove sense estudis postobligatoris (%);;6,9
2024;Gurb DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;2,9
2024;Gurb DC01 SC001;renda mitjana per persona (€);;9999999
2024;Gurb DC01 SC002;població amb estudis baixos (%);;6,8
2024;Gurb DC01 SC002;població jove sense estudis postobligatoris (%);;13,8
2024;Gurb DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;2,2
2024;Gurb DC01 SC002;renda mitjana per persona (€);;9999999
2024;Horta de Sant Joan DC01 SC001;població amb estudis baixos (%);;15,8
2024;Horta de Sant Joan DC01 SC001;població jove sense estudis postobligatoris (%);;16,1
2024;Horta de Sant Joan DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;10,4
2024;Horta de Sant Joan DC01 SC001;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC001;població amb estudis baixos (%);;11,9
2024;Hospitalet de Llobregat, l' DC01 SC001;població jove sense estudis postobligatoris (%);;18,9
2024;Hospitalet de Llobregat, l' DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;7,1
2024;Hospitalet de Llobregat, l' DC01 SC001;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC002;població amb estudis baixos (%);;21,4
2024;Hospitalet de Llobregat, l' DC01 SC002;població jove sense estudis postobligatoris (%);;22,7
2024;Hospitalet de Llobregat, l' DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;12,5
2024;Hospitalet de Llobregat, l' DC01 SC002;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC003;població amb estudis baixos (%);;16,5
2024;Hospitalet de Llobregat, l' DC01 SC003;població jove sense estudis postobligatoris (%);;25,6
2024;Hospitalet de Llobregat, l' DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;16,5
2024;Hospitalet de Llobregat, l' DC01 SC003;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC004;població amb estudis baixos (%);;10,5
2024;Hospitalet de Llobregat, l' DC01 SC004;població jove sense estudis postobligatoris (%);;19,8
2024;Hospitalet de Llobregat, l' DC01 SC004;població estrangera de països de renda baixa o mitjana (%);;11,6
2024;Hospitalet de Llobregat, l' DC01 SC004;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC005;població amb estudis baixos (%);;10,4
2024;Hospitalet de Llobregat, l' DC01 SC005;població jove sense estudis postobligatoris (%);;16,7
2024;Hospitalet de Llobregat, l' DC01 SC005;població estrangera de països de renda baixa o mitjana (%);;11,2
2024;Hospitalet de Llobregat, l' DC01 SC005;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC006;població amb estudis baixos (%);;16,4
2024;Hospitalet de Llobregat, l' DC01 SC006;població jove sense estudis postobligatoris (%);;19,9
2024;Hospitalet de Llobregat, l' DC01 SC006;població estrangera de països de renda baixa o mitjana (%);;9,9
2024;Hospitalet de Llobregat, l' DC01 SC006;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC007;població amb estudis baixos (%);;15,4
2024;Hospitalet de Llobregat, l' DC01 SC007;població jove sense estudis postobligatoris (%);;24,1
2024;Hospitalet de Llobregat, l' DC01 SC007;població estrangera de països de renda baixa o mitjana (%);;13,6
2024;Hospitalet de Llobregat, l' DC01 SC007;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC008;població amb estudis baixos (%);;11,3
2024;Hospitalet de Llobregat, l' DC01 SC008;població jove sense estudis postobligatoris (%);;20,0
2024;Hospitalet de Llobregat, l' DC01 SC008;població estrangera de països de renda baixa o mitjana (%);;13,8
2024;Hospitalet de Llobregat, l' DC01 SC008;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC009;població amb estudis baixos (%);;12,1
2024;Hospitalet de Llobregat, l' DC01 SC009;població jove sense estudis postobligatoris (%);;16,0
2024;Hospitalet de Llobregat, l' DC01 SC009;població estrangera de països de renda baixa o mitjana (%);;11,0
2024;Hospitalet de Llobregat, l' DC01 SC009;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC010;població amb estudis baixos (%);;19,6
2024;Hospitalet de Llobregat, l' DC01 SC010;població jove sense estudis postobligatoris (%);;19,6
2024;Hospitalet de Llobregat, l' DC01 SC010;població estrangera de països de renda baixa o mitjana (%);;11,4
2024;Hospitalet de Llobregat, l' DC01 SC010;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC011;població amb estudis baixos (%);;15,9
2024;Hospitalet de Llobregat, l' DC01 SC011;població jove sense estudis postobligatoris (%);;16,8
2024;Hospitalet de Llobregat, l' DC01 SC011;població estrangera de països de renda baixa o mitjana (%);;11,3
2024;Hospitalet de Llobregat, l' DC01 SC011;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC012;població amb estudis baixos (%);;12,6
2024;Hospitalet de Llobregat, l' DC01 SC012;població jove sense estudis postobligatoris (%);;19,5
2024;Hospitalet de Llobregat, l' DC01 SC012;població estrangera de països de renda baixa o mitjana (%);;13,2
2024;Hospitalet de Llobregat, l' DC01 SC012;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC013;població amb estudis baixos (%);;10,1
2024;Hospitalet de Llobregat, l' DC01 SC013;població jove sense estudis postobligatoris (%);;18,0
2024;Hospitalet de Llobregat, l' DC01 SC013;població estrangera de països de renda baixa o mitjana (%);;9,3
2024;Hospitalet de Llobregat, l' DC01 SC013;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC014;població amb estudis baixos (%);;18,3
2024;Hospitalet de Llobregat, l' DC01 SC014;població jove sense estudis postobligatoris (%);;25,3
2024;Hospitalet de Llobregat, l' DC01 SC014;població estrangera de països de renda baixa o mitjana (%);;12,1
2024;Hospitalet de Llobregat, l' DC01 SC014;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC015;població amb estudis baixos (%);;16,5
2024;Hospitalet de Llobregat, l' DC01 SC015;població jove sense estudis postobligatoris (%);;27,0
2024;Hospitalet de Llobregat, l' DC01 SC015;població estrangera de països de renda baixa o mitjana (%);;16,4
2024;Hospitalet de Llobregat, l' DC01 SC015;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC016;població amb estudis baixos (%);;21,1
2024;Hospitalet de Llobregat, l' DC01 SC016;població jove sense estudis postobligatoris (%);;24,2
2024;Hospitalet de Llobregat, l' DC01 SC016;població estrangera de països de renda baixa o mitjana (%);;12,4
2024;Hospitalet de Llobregat, l' DC01 SC016;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC017;població amb estudis baixos (%);;16,4
2024;Hospitalet de Llobregat, l' DC01 SC017;població jove sense estudis postobligatoris (%);;23,5
2024;Hospitalet de Llobregat, l' DC01 SC017;població estrangera de països de renda baixa o mitjana (%);;15,7
2024;Hospitalet de Llobregat, l' DC01 SC017;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC018;població amb estudis baixos (%);;20,8
2024;Hospitalet de Llobregat, l' DC01 SC018;població jove sense estudis postobligatoris (%);;22,1
2024;Hospitalet de Llobregat, l' DC01 SC018;població estrangera de països de renda baixa o mitjana (%);;11,9
2024;Hospitalet de Llobregat, l' DC01 SC018;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC019;població amb estudis baixos (%);;20,1
2024;Hospitalet de Llobregat, l' DC01 SC019;població jove sense estudis postobligatoris (%);;23,8
2024;Hospitalet de Llobregat, l' DC01 SC019;població estrangera de països de renda baixa o mitjana (%);;7,7
2024;Hospitalet de Llobregat, l' DC01 SC019;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC020;població amb estudis baixos (%);;13,0
2024;Hospitalet de Llobregat, l' DC01 SC020;població jove sense estudis postobligatoris (%);;20,3
2024;Hospitalet de Llobregat, l' DC01 SC020;població estrangera de països de renda baixa o mitjana (%);;12,4
2024;Hospitalet de Llobregat, l' DC01 SC020;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC021;població amb estudis baixos (%);;19,2
2024;Hospitalet de Llobregat, l' DC01 SC021;població jove sense estudis postobligatoris (%);;42,2
2024;Hospitalet de Llobregat, l' DC01 SC021;població estrangera de països de renda baixa o mitjana (%);;21,8
2024;Hospitalet de Llobregat, l' DC01 SC021;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC022;població amb estudis baixos (%);;15,9
2024;Hospitalet de Llobregat, l' DC01 SC022;població jove sense estudis postobligatoris (%);;26,6
2024;Hospitalet de Llobregat, l' DC01 SC022;població estrangera de països de renda baixa o mitjana (%);;20,0
2024;Hospitalet de Llobregat, l' DC01 SC022;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC023;població amb estudis baixos (%);;14,3
2024;Hospitalet de Llobregat, l' DC01 SC023;població jove sense estudis postobligatoris (%);;24,3
2024;Hospitalet de Llobregat, l' DC01 SC023;població estrangera de països de renda baixa o mitjana (%);;15,0
2024;Hospitalet de Llobregat, l' DC01 SC023;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC024;població amb estudis baixos (%);;13,0
2024;Hospitalet de Llobregat, l' DC01 SC024;població jove sense estudis postobligatoris (%);;14,6
2024;Hospitalet de Llobregat, l' DC01 SC024;població estrangera de països de renda baixa o mitjana (%);;10,3
2024;Hospitalet de Llobregat, l' DC01 SC024;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC025;població amb estudis baixos (%);;19,0
2024;Hospitalet de Llobregat, l' DC01 SC025;població jove sense estudis postobligatoris (%);;32,7
2024;Hospitalet de Llobregat, l' DC01 SC025;població estrangera de països de renda baixa o mitjana (%);;22,7
2024;Hospitalet de Llobregat, l' DC01 SC025;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC026;població amb estudis baixos (%);;19,2
2024;Hospitalet de Llobregat, l' DC01 SC026;població jove sense estudis postobligatoris (%);;23,4
2024;Hospitalet de Llobregat, l' DC01 SC026;població estrangera de països de renda baixa o mitjana (%);;17,9
2024;Hospitalet de Llobregat, l' DC01 SC026;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC027;població amb estudis baixos (%);;14,3
2024;Hospitalet de Llobregat, l' DC01 SC027;població jove sense estudis postobligatoris (%);;21,8
2024;Hospitalet de Llobregat, l' DC01 SC027;població estrangera de països de renda baixa o mitjana (%);;18,7
2024;Hospitalet de Llobregat, l' DC01 SC027;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC028;població amb estudis baixos (%);;14,3
2024;Hospitalet de Llobregat, l' DC01 SC028;població jove sense estudis postobligatoris (%);;23,3
2024;Hospitalet de Llobregat, l' DC01 SC028;població estrangera de països de renda baixa o mitjana (%);;16,3
2024;Hospitalet de Llobregat, l' DC01 SC028;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC029;població amb estudis baixos (%);;20,9
2024;Hospitalet de Llobregat, l' DC01 SC029;població jove sense estudis postobligatoris (%);;23,9
2024;Hospitalet de Llobregat, l' DC01 SC029;població estrangera de països de renda baixa o mitjana (%);;19,5
2024;Hospitalet de Llobregat, l' DC01 SC029;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC030;població amb estudis baixos (%);;16,6
2024;Hospitalet de Llobregat, l' DC01 SC030;població jove sense estudis postobligatoris (%);;23,2
2024;Hospitalet de Llobregat, l' DC01 SC030;població estrangera de països de renda baixa o mitjana (%);;13,5
2024;Hospitalet de Llobregat, l' DC01 SC030;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC031;població amb estudis baixos (%);;18,9
2024;Hospitalet de Llobregat, l' DC01 SC031;població jove sense estudis postobligatoris (%);;30,2
2024;Hospitalet de Llobregat, l' DC01 SC031;població estrangera de països de renda baixa o mitjana (%);;17,3
2024;Hospitalet de Llobregat, l' DC01 SC031;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC032;població amb estudis baixos (%);;14,6
2024;Hospitalet de Llobregat, l' DC01 SC032;població jove sense estudis postobligatoris (%);;21,6
2024;Hospitalet de Llobregat, l' DC01 SC032;població estrangera de països de renda baixa o mitjana (%);;14,1
2024;Hospitalet de Llobregat, l' DC01 SC032;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC033;població amb estudis baixos (%);;14,0
2024;Hospitalet de Llobregat, l' DC01 SC033;població jove sense estudis postobligatoris (%);;18,6
2024;Hospitalet de Llobregat, l' DC01 SC033;població estrangera de països de renda baixa o mitjana (%);;17,0
2024;Hospitalet de Llobregat, l' DC01 SC033;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC034;població amb estudis baixos (%);;13,8
2024;Hospitalet de Llobregat, l' DC01 SC034;població jove sense estudis postobligatoris (%);;22,8
2024;Hospitalet de Llobregat, l' DC01 SC034;població estrangera de països de renda baixa o mitjana (%);;14,3
2024;Hospitalet de Llobregat, l' DC01 SC034;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC035;població amb estudis baixos (%);;14,1
2024;Hospitalet de Llobregat, l' DC01 SC035;població jove sense estudis postobligatoris (%);;18,3
2024;Hospitalet de Llobregat, l' DC01 SC035;població estrangera de països de renda baixa o mitjana (%);;14,9
2024;Hospitalet de Llobregat, l' DC01 SC035;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC036;població amb estudis baixos (%);;15,3
2024;Hospitalet de Llobregat, l' DC01 SC036;població jove sense estudis postobligatoris (%);;28,6
2024;Hospitalet de Llobregat, l' DC01 SC036;població estrangera de països de renda baixa o mitjana (%);;15,3
2024;Hospitalet de Llobregat, l' DC01 SC036;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC037;població amb estudis baixos (%);;16,6
2024;Hospitalet de Llobregat, l' DC01 SC037;població jove sense estudis postobligatoris (%);;23,0
2024;Hospitalet de Llobregat, l' DC01 SC037;població estrangera de països de renda baixa o mitjana (%);;10,6
2024;Hospitalet de Llobregat, l' DC01 SC037;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC038;població amb estudis baixos (%);;19,2
2024;Hospitalet de Llobregat, l' DC01 SC038;població jove sense estudis postobligatoris (%);;19,8
2024;Hospitalet de Llobregat, l' DC01 SC038;població estrangera de països de renda baixa o mitjana (%);;7,5
2024;Hospitalet de Llobregat, l' DC01 SC038;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC039;població amb estudis baixos (%);;17,7
2024;Hospitalet de Llobregat, l' DC01 SC039;població jove sense estudis postobligatoris (%);;27,2
2024;Hospitalet de Llobregat, l' DC01 SC039;població estrangera de països de renda baixa o mitjana (%);;18,8
2024;Hospitalet de Llobregat, l' DC01 SC039;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC040;població amb estudis baixos (%);;20,7
2024;Hospitalet de Llobregat, l' DC01 SC040;població jove sense estudis postobligatoris (%);;35,3
2024;Hospitalet de Llobregat, l' DC01 SC040;població estrangera de països de renda baixa o mitjana (%);;28,3
2024;Hospitalet de Llobregat, l' DC01 SC040;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC01 SC041;població amb estudis baixos (%);;3,7
2024;Hospitalet de Llobregat, l' DC01 SC041;població jove sense estudis postobligatoris (%);;4,8
2024;Hospitalet de Llobregat, l' DC01 SC041;població estrangera de països de renda baixa o mitjana (%);;1,0
2024;Hospitalet de Llobregat, l' DC01 SC041;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC02 SC001;població amb estudis baixos (%);;11,9
2024;Hospitalet de Llobregat, l' DC02 SC001;població jove sense estudis postobligatoris (%);;26,9
2024;Hospitalet de Llobregat, l' DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;17,1
2024;Hospitalet de Llobregat, l' DC02 SC001;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC02 SC002;població amb estudis baixos (%);;19,7
2024;Hospitalet de Llobregat, l' DC02 SC002;població jove sense estudis postobligatoris (%);;39,5
2024;Hospitalet de Llobregat, l' DC02 SC002;població estrangera de països de renda baixa o mitjana (%);;33,1
2024;Hospitalet de Llobregat, l' DC02 SC002;renda mitjana per persona (€);;9999999
2024;Hospitalet de Llobregat, l' DC02 SC004;població amb estudis baixos (%);;19,7
